unit,category,label,score,object-label,object-truth,object-activation,object-intersect,object-iou,color-label,color-truth,color-activation,color-intersect,color-iou,material-label,material-truth,material-activation,material-intersect,material-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou,part-label,part-truth,part-activation,part-intersect,part-iou
387,scene,reception-s,0.04051480334664638,house,1833277,1882981.0,88257,0.02432661953511038,orange-c,30348501,2700999.0,195522,0.0059512427992738049,glass,2246413,795915.0,23526,0.0077931576830809045,reception-s,790272,1366094.0,83963,0.04051480334664638,,24924928,0.0,120828,0.0048712914397216591,roof,443437,1045724.0,37952,0.026151987756415512
267,object,horse,0.040493477307368596,horse,1230680,2104703.0,129805,0.040493477307368596,black-c,139916835,2867745.0,825673,0.0058162817497601615,brick,422315,805167.0,9094,0.0074639605774186879,moat-water-s,150528,488468.0,14279,0.022856749536189987,,24924928,0.0,205372,0.008308078025349646,head,4946761,1395594.0,206012,0.033572438828794286
1283,texture,potholed,0.040483944903144331,sky,36650907,2633655.0,890322,0.023188947092063809,white-c,72511065,2847468.0,834167,0.011193211626919443,granite,1317359,105079.0,512,0.00036007499687044193,street-s,28111104,1530500.0,963330,0.033590933680318416,potholed,1580544,151328.0,67385,0.040483944903144331,wheel,1513439,1590679.0,10061,0.0032517177285357056
1018,scene,amphitheater-s,0.040481424233900082,fence,2236367,2634305.0,85525,0.017873014141467337,green-c,63326720,3216612.0,355722,0.0053744499914712132,concrete,383195,318118.0,6696,0.0096398446913910831,amphitheater-s,275968,1159193.0,55837,0.040481424233900082,grooved,1505280,160414.0,18189,0.01104033068184922,column,193649,1301754.0,9528,0.0064123832758475642
653,scene,airport_terminal-s,0.040458004114467636,fence,2236367,2542648.0,112510,0.024110120957761751,green-c,63326720,2916228.0,355233,0.0053914906595258312,concrete,383195,234038.0,1908,0.003100800390037785,airport_terminal-s,1480192,1510848.0,116306,0.040458004114467636,cobwebbed,1505280,68598.0,10838,0.0069339236359914017,coach,689166,1174233.0,4379,0.0023555421673785112
272,part,headboard,0.040434200621078185,curtain,3110939,1537382.0,100164,0.022022986453633858,brown-c,182265724,2627981.0,801667,0.0043547076164152194,fabric,8556493,1061457.0,85043,0.0089209933549126205,hotel_room-s,2207744,959003.0,71080,0.022961125986742114,,24924928,0.0,119295,0.0048091899126299258,headboard,500152,814215.0,51080,0.040434200621078185
201,object,tree,0.040390839717052207,tree,21215516,2614786.0,925158,0.040390839717052207,green-c,63326720,2984056.0,524892,0.0079787937485190589,concrete,383195,333613.0,2134,0.0029859768229990179,cathedral-indoor-s,313600,1790114.0,67260,0.033027998668273384,,24924928,0.0,109082,0.0043956591284455906,column,193649,1454373.0,19823,0.01217480172878131
1812,object,train,0.040380194977706931,train,1646804,1955991.0,139835,0.040380194977706931,grey-c,159331282,2641805.0,779463,0.0048355696748898702,ceramic,679460,453721.0,11699,0.010431732297085463,alley-s,1091328,1157130.0,72255,0.033202325334539103,,24924928,0.0,60661,0.0024396858350982154,head,4946761,1204147.0,170121,0.028444584299691662
1022,object,chandelier,0.040378425214208875,chandelier,180873,1310420.0,57879,0.040378425214208875,yellow-c,34166024,2404360.0,220221,0.0060583222144010747,food,1104991,1104980.0,15409,0.0070214466485795345,throne_room-s,125440,766200.0,22680,0.026100165715337874,studded,1593088,93045.0,13104,0.0078325002136842813,torso,7669375,713940.0,56299,0.0067610053829607148
1492,scene,castle-s,0.040376603483632117,building,35246027,2174494.0,1055845,0.029034907391997662,pink-c,18491188,3137867.0,222094,0.010374849564120756,food,1104991,927792.0,22860,0.011373570032284818,castle-s,865536,1219618.0,80924,0.040376603483632117,,24924928,0.0,50346,0.0020239938102276454,arm,2299112,1609478.0,58992,0.015324197487633773
